home_team,away_team,date,home_team_box,away_team_box,pt20_scorers,pt30_scorers,pt40_scorers,pt50_scorers
MIN,MIA,2019-10-27,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '91', 'FG%': '.429', '3P': '13', '3PA': '45', '3P%': '.289', 'FT': '25', 'FTA': '33', 'FT%': '.758', 'ORB': '14', 'DRB': '32', 'TRB': '46', 'AST': '24', 'STL': '12', 'BLK': '1', 'TOV': '16', 'PF': '17', 'PTS': '116', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '85', 'FG%': '.494', '3P': '15', '3PA': '36', '3P%': '.417', 'FT': '10', 'FTA': '15', 'FT%': '.667', 'ORB': '7', 'DRB': '34', 'TRB': '41', 'AST': '25', 'STL': '7', 'BLK': '9', 'TOV': '21', 'PF': '23', 'PTS': '109', '+/-': nan}",5,0,0,0
DAL,POR,2019-10-27,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '94', 'FG%': '.394', '3P': '13', '3PA': '50', '3P%': '.260', 'FT': '32', 'FTA': '41', 'FT%': '.780', 'ORB': '12', 'DRB': '34', 'TRB': '46', 'AST': '27', 'STL': '7', 'BLK': '3', 'TOV': '11', 'PF': '22', 'PTS': '119', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '87', 'FG%': '.517', '3P': '9', '3PA': '22', '3P%': '.409', 'FT': '22', 'FTA': '26', 'FT%': '.846', 'ORB': '7', 'DRB': '41', 'TRB': '48', 'AST': '13', 'STL': '6', 'BLK': '4', 'TOV': '16', 'PF': '30', 'PTS': '121', '+/-': nan}",4,2,0,0
LAL,CHO,2019-10-27,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '49', 'FGA': '93', 'FG%': '.527', '3P': '11', '3PA': '31', '3P%': '.355', 'FT': '11', 'FTA': '14', 'FT%': '.786', 'ORB': '10', 'DRB': '37', 'TRB': '47', 'AST': '30', 'STL': '7', 'BLK': '8', 'TOV': '13', 'PF': '22', 'PTS': '120', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '91', 'FG%': '.385', '3P': '10', '3PA': '35', '3P%': '.286', 'FT': '21', 'FTA': '23', 'FT%': '.913', 'ORB': '13', 'DRB': '32', 'TRB': '45', 'AST': '19', 'STL': '7', 'BLK': '4', 'TOV': '14', 'PF': '20', 'PTS': '101', '+/-': nan}",2,0,0,0
NYK,CHI,2019-10-28,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '91', 'FG%': '.418', '3P': '9', '3PA': '29', '3P%': '.310', 'FT': '20', 'FTA': '32', 'FT%': '.625', 'ORB': '25', 'DRB': '38', 'TRB': '63', 'AST': '19', 'STL': '3', 'BLK': '6', 'TOV': '17', 'PF': '19', 'PTS': '105', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '85', 'FG%': '.424', '3P': '9', '3PA': '35', '3P%': '.257', 'FT': '17', 'FTA': '21', 'FT%': '.810', 'ORB': '8', 'DRB': '30', 'TRB': '38', 'AST': '19', 'STL': '6', 'BLK': '5', 'TOV': '9', 'PF': '22', 'PTS': '98', '+/-': nan}",2,0,0,0
DET,IND,2019-10-28,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '81', 'FG%': '.457', '3P': '13', '3PA': '24', '3P%': '.542', 'FT': '9', 'FTA': '10', 'FT%': '.900', 'ORB': '9', 'DRB': '39', 'TRB': '48', 'AST': '21', 'STL': '2', 'BLK': '3', 'TOV': '20', 'PF': '18', 'PTS': '96', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '94', 'FG%': '.415', '3P': '6', '3PA': '21', '3P%': '.286', 'FT': '10', 'FTA': '13', 'FT%': '.769', 'ORB': '13', 'DRB': '32', 'TRB': '45', 'AST': '24', 'STL': '11', 'BLK': '4', 'TOV': '7', 'PF': '18', 'PTS': '94', '+/-': nan}",1,0,0,0
TOR,ORL,2019-10-28,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '33', 'FGA': '85', 'FG%': '.388', '3P': '10', '3PA': '39', '3P%': '.256', 'FT': '28', 'FTA': '30', 'FT%': '.933', 'ORB': '6', 'DRB': '46', 'TRB': '52', 'AST': '19', 'STL': '9', 'BLK': '2', 'TOV': '16', 'PF': '20', 'PTS': '104', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '89', 'FG%': '.382', '3P': '12', '3PA': '39', '3P%': '.308', 'FT': '15', 'FTA': '18', 'FT%': '.833', 'ORB': '8', 'DRB': '39', 'TRB': '47', 'AST': '22', 'STL': '9', 'BLK': '6', 'TOV': '16', 'PF': '20', 'PTS': '95', '+/-': nan}",3,0,0,0
ATL,PHI,2019-10-28,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '84', 'FG%': '.429', '3P': '9', '3PA': '27', '3P%': '.333', 'FT': '22', 'FTA': '32', 'FT%': '.688', 'ORB': '8', 'DRB': '37', 'TRB': '45', 'AST': '23', 'STL': '12', 'BLK': '3', 'TOV': '21', 'PF': '25', 'PTS': '103', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '88', 'FG%': '.420', '3P': '11', '3PA': '41', '3P%': '.268', 'FT': '20', 'FTA': '25', 'FT%': '.800', 'ORB': '12', 'DRB': '37', 'TRB': '49', 'AST': '22', 'STL': '12', 'BLK': '11', 'TOV': '21', 'PF': '29', 'PTS': '105', '+/-': nan}",2,1,0,0
MIL,CLE,2019-10-28,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '48', 'FGA': '92', 'FG%': '.522', '3P': '17', '3PA': '38', '3P%': '.447', 'FT': '16', 'FTA': '24', 'FT%': '.667', 'ORB': '8', 'DRB': '42', 'TRB': '50', 'AST': '29', 'STL': '9', 'BLK': '7', 'TOV': '12', 'PF': '15', 'PTS': '129', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '100', 'FG%': '.450', '3P': '12', '3PA': '39', '3P%': '.308', 'FT': '10', 'FTA': '12', 'FT%': '.833', 'ORB': '10', 'DRB': '38', 'TRB': '48', 'AST': '19', 'STL': '2', 'BLK': '3', 'TOV': '11', 'PF': '22', 'PTS': '112', '+/-': nan}",1,0,0,0
NOP,GSW,2019-10-28,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '48', 'FGA': '103', 'FG%': '.466', '3P': '15', '3PA': '47', '3P%': '.319', 'FT': '12', 'FTA': '22', 'FT%': '.545', 'ORB': '11', 'DRB': '30', 'TRB': '41', 'AST': '36', 'STL': '13', 'BLK': '7', 'TOV': '15', 'PF': '20', 'PTS': '123', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '51', 'FGA': '104', 'FG%': '.490', '3P': '14', '3PA': '35', '3P%': '.400', 'FT': '18', 'FTA': '24', 'FT%': '.750', 'ORB': '19', 'DRB': '42', 'TRB': '61', 'AST': '37', 'STL': '8', 'BLK': '2', 'TOV': '18', 'PF': '22', 'PTS': '134', '+/-': nan}",4,0,0,0
HOU,OKC,2019-10-28,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '90', 'FG%': '.433', '3P': '10', '3PA': '44', '3P%': '.227', 'FT': '28', 'FTA': '33', 'FT%': '.848', 'ORB': '9', 'DRB': '31', 'TRB': '40', 'AST': '21', 'STL': '6', 'BLK': '6', 'TOV': '14', 'PF': '24', 'PTS': '116', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '94', 'FG%': '.436', '3P': '13', '3PA': '35', '3P%': '.371', 'FT': '17', 'FTA': '24', 'FT%': '.708', 'ORB': '16', 'DRB': '36', 'TRB': '52', 'AST': '22', 'STL': '7', 'BLK': '3', 'TOV': '13', 'PF': '27', 'PTS': '112', '+/-': nan}",4,1,0,0
SAS,POR,2019-10-28,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '85', 'FG%': '.482', '3P': '7', '3PA': '22', '3P%': '.318', 'FT': '24', 'FTA': '32', 'FT%': '.750', 'ORB': '7', 'DRB': '43', 'TRB': '50', 'AST': '25', 'STL': '5', 'BLK': '9', 'TOV': '18', 'PF': '19', 'PTS': '113', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '100', 'FG%': '.390', '3P': '10', '3PA': '33', '3P%': '.303', 'FT': '22', 'FTA': '27', 'FT%': '.815', 'ORB': '9', 'DRB': '40', 'TRB': '49', 'AST': '19', 'STL': '4', 'BLK': '8', 'TOV': '10', 'PF': '27', 'PTS': '110', '+/-': nan}",4,0,0,0
SAC,DEN,2019-10-28,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '91', 'FG%': '.396', '3P': '12', '3PA': '37', '3P%': '.324', 'FT': '10', 'FTA': '16', 'FT%': '.625', 'ORB': '15', 'DRB': '33', 'TRB': '48', 'AST': '25', 'STL': '6', 'BLK': '8', 'TOV': '12', 'PF': '21', 'PTS': '94', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '98', 'FG%': '.367', '3P': '10', '3PA': '36', '3P%': '.278', 'FT': '19', 'FTA': '21', 'FT%': '.905', 'ORB': '19', 'DRB': '35', 'TRB': '54', 'AST': '19', 'STL': '8', 'BLK': '5', 'TOV': '10', 'PF': '18', 'PTS': '101', '+/-': nan}",1,0,0,0
PHO,UTA,2019-10-28,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '33', 'FGA': '80', 'FG%': '.413', '3P': '13', '3PA': '34', '3P%': '.382', 'FT': '16', 'FTA': '23', 'FT%': '.696', 'ORB': '3', 'DRB': '37', 'TRB': '40', 'AST': '23', 'STL': '7', 'BLK': '3', 'TOV': '16', 'PF': '31', 'PTS': '95', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '27', 'FGA': '71', 'FG%': '.380', '3P': '10', '3PA': '31', '3P%': '.323', 'FT': '32', 'FTA': '39', 'FT%': '.821', 'ORB': '6', 'DRB': '43', 'TRB': '49', 'AST': '19', 'STL': '8', 'BLK': '5', 'TOV': '23', 'PF': '26', 'PTS': '96', '+/-': nan}",3,0,0,0
LAC,CHO,2019-10-28,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '83', 'FG%': '.482', '3P': '12', '3PA': '33', '3P%': '.364', 'FT': '19', 'FTA': '21', 'FT%': '.905', 'ORB': '9', 'DRB': '35', 'TRB': '44', 'AST': '23', 'STL': '11', 'BLK': '8', 'TOV': '21', 'PF': '24', 'PTS': '111', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '83', 'FG%': '.434', '3P': '14', '3PA': '39', '3P%': '.359', 'FT': '10', 'FTA': '14', 'FT%': '.714', 'ORB': '9', 'DRB': '29', 'TRB': '38', 'AST': '24', 'STL': '5', 'BLK': '3', 'TOV': '21', 'PF': '23', 'PTS': '96', '+/-': nan}",2,0,0,0
MIA,ATL,2019-10-29,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '33', 'FGA': '73', 'FG%': '.452', '3P': '13', '3PA': '31', '3P%': '.419', 'FT': '33', 'FTA': '45', 'FT%': '.733', 'ORB': '13', 'DRB': '36', 'TRB': '49', 'AST': '19', 'STL': '11', 'BLK': '6', 'TOV': '26', 'PF': '22', 'PTS': '112', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '83', 'FG%': '.422', '3P': '11', '3PA': '39', '3P%': '.282', 'FT': '16', 'FTA': '24', 'FT%': '.667', 'ORB': '9', 'DRB': '24', 'TRB': '33', 'AST': '28', 'STL': '14', 'BLK': '7', 'TOV': '20', 'PF': '29', 'PTS': '97', '+/-': nan}",4,0,0,0
DEN,DAL,2019-10-29,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '91', 'FG%': '.473', '3P': '11', '3PA': '32', '3P%': '.344', 'FT': '9', 'FTA': '13', 'FT%': '.692', 'ORB': '14', 'DRB': '36', 'TRB': '50', 'AST': '24', 'STL': '6', 'BLK': '1', 'TOV': '10', 'PF': '24', 'PTS': '106', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '84', 'FG%': '.488', '3P': '13', '3PA': '37', '3P%': '.351', 'FT': '14', 'FTA': '24', 'FT%': '.583', 'ORB': '10', 'DRB': '32', 'TRB': '42', 'AST': '29', 'STL': '6', 'BLK': '5', 'TOV': '8', 'PF': '14', 'PTS': '109', '+/-': nan}",1,0,0,0
LAL,MEM,2019-10-29,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '86', 'FG%': '.465', '3P': '7', '3PA': '26', '3P%': '.269', 'FT': '33', 'FTA': '39', 'FT%': '.846', 'ORB': '10', 'DRB': '44', 'TRB': '54', 'AST': '25', 'STL': '9', 'BLK': '8', 'TOV': '18', 'PF': '19', 'PTS': '120', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '31', 'FGA': '95', 'FG%': '.326', '3P': '7', '3PA': '34', '3P%': '.206', 'FT': '22', 'FTA': '23', 'FT%': '.957', 'ORB': '13', 'DRB': '33', 'TRB': '46', 'AST': '20', 'STL': '10', 'BLK': '3', 'TOV': '21', 'PF': '27', 'PTS': '91', '+/-': nan}",2,1,0,0
CLE,CHI,2019-10-30,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '78', 'FG%': '.526', '3P': '10', '3PA': '24', '3P%': '.417', 'FT': '25', 'FTA': '31', 'FT%': '.806', 'ORB': '10', 'DRB': '37', 'TRB': '47', 'AST': '25', 'STL': '3', 'BLK': '7', 'TOV': '17', 'PF': '21', 'PTS': '117', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '90', 'FG%': '.433', '3P': '14', '3PA': '39', '3P%': '.359', 'FT': '19', 'FTA': '23', 'FT%': '.826', 'ORB': '9', 'DRB': '23', 'TRB': '32', 'AST': '25', 'STL': '6', 'BLK': '5', 'TOV': '6', 'PF': '24', 'PTS': '111', '+/-': nan}",1,0,0,0
PHI,MIN,2019-10-30,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '92', 'FG%': '.467', '3P': '9', '3PA': '25', '3P%': '.360', 'FT': '22', 'FTA': '28', 'FT%': '.786', 'ORB': '16', 'DRB': '40', 'TRB': '56', 'AST': '24', 'STL': '14', 'BLK': '6', 'TOV': '22', 'PF': '27', 'PTS': '117', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '32', 'FGA': '81', 'FG%': '.395', '3P': '10', '3PA': '35', '3P%': '.286', 'FT': '21', 'FTA': '28', 'FT%': '.750', 'ORB': '6', 'DRB': '28', 'TRB': '34', 'AST': '12', 'STL': '13', 'BLK': '6', 'TOV': '21', 'PF': '21', 'PTS': '95', '+/-': nan}",0,0,0,0
ORL,NYK,2019-10-30,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '88', 'FG%': '.420', '3P': '12', '3PA': '32', '3P%': '.375', 'FT': '9', 'FTA': '12', 'FT%': '.750', 'ORB': '14', 'DRB': '38', 'TRB': '52', 'AST': '24', 'STL': '5', 'BLK': '6', 'TOV': '7', 'PF': '17', 'PTS': '95', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '31', 'FGA': '82', 'FG%': '.378', '3P': '7', '3PA': '31', '3P%': '.226', 'FT': '14', 'FTA': '20', 'FT%': '.700', 'ORB': '10', 'DRB': '34', 'TRB': '44', 'AST': '19', 'STL': '1', 'BLK': '10', 'TOV': '11', 'PF': '15', 'PTS': '83', '+/-': nan}",1,0,0,0
TOR,DET,2019-10-30,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '51', 'FGA': '86', 'FG%': '.593', '3P': '13', '3PA': '27', '3P%': '.481', 'FT': '10', 'FTA': '12', 'FT%': '.833', 'ORB': '3', 'DRB': '31', 'TRB': '34', 'AST': '30', 'STL': '12', 'BLK': '2', 'TOV': '14', 'PF': '22', 'PTS': '125', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '88', 'FG%': '.466', '3P': '14', '3PA': '30', '3P%': '.467', 'FT': '17', 'FTA': '23', 'FT%': '.739', 'ORB': '11', 'DRB': '31', 'TRB': '42', 'AST': '30', 'STL': '5', 'BLK': '1', 'TOV': '20', 'PF': '15', 'PTS': '113', '+/-': nan}",2,0,0,0
BOS,MIL,2019-10-30,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '92', 'FG%': '.446', '3P': '17', '3PA': '41', '3P%': '.415', 'FT': '17', 'FTA': '21', 'FT%': '.810', 'ORB': '5', 'DRB': '40', 'TRB': '45', 'AST': '25', 'STL': '4', 'BLK': '4', 'TOV': '9', 'PF': '20', 'PTS': '116', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '82', 'FG%': '.463', '3P': '14', '3PA': '45', '3P%': '.311', 'FT': '15', 'FTA': '24', 'FT%': '.625', 'ORB': '5', 'DRB': '40', 'TRB': '45', 'AST': '21', 'STL': '3', 'BLK': '4', 'TOV': '15', 'PF': '21', 'PTS': '105', '+/-': nan}",5,1,0,0
WAS,HOU,2019-10-30,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '57', 'FGA': '91', 'FG%': '.626', '3P': '20', '3PA': '36', '3P%': '.556', 'FT': '24', 'FTA': '29', 'FT%': '.828', 'ORB': '11', 'DRB': '29', 'TRB': '40', 'AST': '31', 'STL': '6', 'BLK': '4', 'TOV': '19', 'PF': '27', 'PTS': '158', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '55', 'FGA': '103', 'FG%': '.534', '3P': '23', '3PA': '54', '3P%': '.426', 'FT': '26', 'FTA': '33', 'FT%': '.788', 'ORB': '19', 'DRB': '25', 'TRB': '44', 'AST': '34', 'STL': '10', 'BLK': '5', 'TOV': '13', 'PF': '24', 'PTS': '159', '+/-': nan}",5,2,2,1
OKC,POR,2019-10-30,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '33', 'FGA': '84', 'FG%': '.393', '3P': '4', '3PA': '27', '3P%': '.148', 'FT': '29', 'FTA': '37', 'FT%': '.784', 'ORB': '13', 'DRB': '42', 'TRB': '55', 'AST': '15', 'STL': '8', 'BLK': '2', 'TOV': '18', 'PF': '21', 'PTS': '99', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '86', 'FG%': '.395', '3P': '17', '3PA': '35', '3P%': '.486', 'FT': '17', 'FTA': '24', 'FT%': '.708', 'ORB': '9', 'DRB': '40', 'TRB': '49', 'AST': '19', 'STL': '9', 'BLK': '8', 'TOV': '17', 'PF': '30', 'PTS': '102', '+/-': nan}",3,0,0,0
SAC,CHO,2019-10-30,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '96', 'FG%': '.458', '3P': '14', '3PA': '46', '3P%': '.304', 'FT': '9', 'FTA': '12', 'FT%': '.750', 'ORB': '10', 'DRB': '29', 'TRB': '39', 'AST': '26', 'STL': '11', 'BLK': '5', 'TOV': '15', 'PF': '19', 'PTS': '111', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '84', 'FG%': '.548', '3P': '16', '3PA': '32', '3P%': '.500', 'FT': '10', 'FTA': '14', 'FT%': '.714', 'ORB': '10', 'DRB': '36', 'TRB': '46', 'AST': '30', 'STL': '8', 'BLK': '3', 'TOV': '20', 'PF': '17', 'PTS': '118', '+/-': nan}",4,0,0,0
UTA,LAC,2019-10-30,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '80', 'FG%': '.550', '3P': '11', '3PA': '24', '3P%': '.458', 'FT': '11', 'FTA': '16', 'FT%': '.688', 'ORB': '3', 'DRB': '33', 'TRB': '36', 'AST': '23', 'STL': '12', 'BLK': '5', 'TOV': '14', 'PF': '18', 'PTS': '110', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '82', 'FG%': '.476', '3P': '8', '3PA': '23', '3P%': '.348', 'FT': '10', 'FTA': '12', 'FT%': '.833', 'ORB': '6', 'DRB': '30', 'TRB': '36', 'AST': '19', 'STL': '3', 'BLK': '4', 'TOV': '19', 'PF': '22', 'PTS': '96', '+/-': nan}",4,0,0,0
GSW,PHO,2019-10-30,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '82', 'FG%': '.439', '3P': '8', '3PA': '28', '3P%': '.286', 'FT': '30', 'FTA': '36', 'FT%': '.833', 'ORB': '7', 'DRB': '36', 'TRB': '43', 'AST': '24', 'STL': '8', 'BLK': '6', 'TOV': '18', 'PF': '22', 'PTS': '110', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '96', 'FG%': '.458', '3P': '15', '3PA': '36', '3P%': '.417', 'FT': '18', 'FTA': '21', 'FT%': '.857', 'ORB': '13', 'DRB': '32', 'TRB': '45', 'AST': '33', 'STL': '12', 'BLK': '4', 'TOV': '16', 'PF': '22', 'PTS': '121', '+/-': nan}",2,1,0,0
ATL,MIA,2019-10-31,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '88', 'FG%': '.409', '3P': '7', '3PA': '34', '3P%': '.206', 'FT': '18', 'FTA': '26', 'FT%': '.692', 'ORB': '16', 'DRB': '34', 'TRB': '50', 'AST': '20', 'STL': '5', 'BLK': '5', 'TOV': '16', 'PF': '15', 'PTS': '97', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '84', 'FG%': '.476', '3P': '14', '3PA': '37', '3P%': '.378', 'FT': '12', 'FTA': '19', 'FT%': '.632', 'ORB': '9', 'DRB': '32', 'TRB': '41', 'AST': '29', 'STL': '12', 'BLK': '9', 'TOV': '13', 'PF': '18', 'PTS': '106', '+/-': nan}",2,0,0,0
NOP,DEN,2019-10-31,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '77', 'FG%': '.532', '3P': '15', '3PA': '33', '3P%': '.455', 'FT': '25', 'FTA': '32', 'FT%': '.781', 'ORB': '2', 'DRB': '35', 'TRB': '37', 'AST': '30', 'STL': '7', 'BLK': '4', 'TOV': '15', 'PF': '21', 'PTS': '122', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '89', 'FG%': '.483', '3P': '7', '3PA': '26', '3P%': '.269', 'FT': '14', 'FTA': '16', 'FT%': '.875', 'ORB': '5', 'DRB': '30', 'TRB': '35', 'AST': '24', 'STL': '5', 'BLK': '3', 'TOV': '14', 'PF': '24', 'PTS': '107', '+/-': nan}",3,0,0,0
LAC,SAS,2019-10-31,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '91', 'FG%': '.429', '3P': '5', '3PA': '26', '3P%': '.192', 'FT': '20', 'FTA': '27', 'FT%': '.741', 'ORB': '11', 'DRB': '36', 'TRB': '47', 'AST': '16', 'STL': '9', 'BLK': '1', 'TOV': '11', 'PF': '23', 'PTS': '103', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '80', 'FG%': '.450', '3P': '7', '3PA': '21', '3P%': '.333', 'FT': '18', 'FTA': '27', 'FT%': '.667', 'ORB': '9', 'DRB': '40', 'TRB': '49', 'AST': '15', 'STL': '6', 'BLK': '5', 'TOV': '19', 'PF': '28', 'PTS': '97', '+/-': nan}",3,1,0,0
IND,CLE,2019-11-01,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '96', 'FG%': '.406', '3P': '5', '3PA': '27', '3P%': '.185', 'FT': '19', 'FTA': '21', 'FT%': '.905', 'ORB': '13', 'DRB': '45', 'TRB': '58', 'AST': '20', 'STL': '8', 'BLK': '10', 'TOV': '13', 'PF': '24', 'PTS': '102', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '32', 'FGA': '87', 'FG%': '.368', '3P': '11', '3PA': '32', '3P%': '.344', 'FT': '20', 'FTA': '25', 'FT%': '.800', 'ORB': '3', 'DRB': '42', 'TRB': '45', 'AST': '20', 'STL': '9', 'BLK': '1', 'TOV': '16', 'PF': '21', 'PTS': '95', '+/-': nan}",4,0,0,0
ORL,MIL,2019-11-01,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '91', 'FG%': '.374', '3P': '12', '3PA': '37', '3P%': '.324', 'FT': '11', 'FTA': '17', 'FT%': '.647', 'ORB': '10', 'DRB': '30', 'TRB': '40', 'AST': '21', 'STL': '8', 'BLK': '3', 'TOV': '16', 'PF': '16', 'PTS': '91', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '47', 'FGA': '93', 'FG%': '.505', '3P': '17', '3PA': '47', '3P%': '.362', 'FT': '12', 'FTA': '18', 'FT%': '.667', 'ORB': '11', 'DRB': '47', 'TRB': '58', 'AST': '24', 'STL': '11', 'BLK': '4', 'TOV': '13', 'PF': '19', 'PTS': '123', '+/-': nan}",1,0,0,0
BOS,NYK,2019-11-01,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '33', 'FGA': '74', 'FG%': '.446', '3P': '11', '3PA': '34', '3P%': '.324', 'FT': '27', 'FTA': '29', 'FT%': '.931', 'ORB': '3', 'DRB': '41', 'TRB': '44', 'AST': '21', 'STL': '7', 'BLK': '4', 'TOV': '14', 'PF': '16', 'PTS': '104', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '93', 'FG%': '.398', '3P': '14', '3PA': '38', '3P%': '.368', 'FT': '14', 'FTA': '21', 'FT%': '.667', 'ORB': '16', 'DRB': '35', 'TRB': '51', 'AST': '22', 'STL': '9', 'BLK': '4', 'TOV': '13', 'PF': '23', 'PTS': '102', '+/-': nan}",3,1,0,0
CHI,DET,2019-11-01,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '89', 'FG%': '.438', '3P': '16', '3PA': '40', '3P%': '.400', 'FT': '18', 'FTA': '23', 'FT%': '.783', 'ORB': '11', 'DRB': '31', 'TRB': '42', 'AST': '29', 'STL': '6', 'BLK': '1', 'TOV': '17', 'PF': '18', 'PTS': '112', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '85', 'FG%': '.482', '3P': '6', '3PA': '29', '3P%': '.207', 'FT': '18', 'FTA': '24', 'FT%': '.750', 'ORB': '10', 'DRB': '37', 'TRB': '47', 'AST': '21', 'STL': '11', 'BLK': '8', 'TOV': '16', 'PF': '21', 'PTS': '106', '+/-': nan}",4,0,0,0
